immatriculation,type_engin,marque,annee_mise_en_service,age_vehicule_ans,departement_affectation,km_parcourus_estimes,etat_general,assureur
PRT-0834-BJ,Véhicule léger 4x4,Toyota,2013,11,Donga,407000,Moyen,Allianz Bénin
PRT-0835-BJ,Bulldozer,Komatsu,2010,14,Donga,608000,Mauvais,COLINA
PRT-0836-BJ,Niveleuse,SANY,2019,5,Atacora,202000,Bon,NSIA Bénin
PRT-0837-BJ,Compacteur,JCB,2015,9,Ouémé,304000,Mauvais,COLINA
PRT-0838-BJ,Niveleuse,Caterpillar,2021,3,Littoral,90000,Bon,BGFA Bénin
PRT-0839-BJ,Chargeur,Volvo CE,2021,3,Zou,117000,Bon,NSIA Bénin
PRT-0840-BJ,Niveleuse,Hitachi,2006,18,Littoral,792000,Mauvais,SAAR-Bénin
PRT-0841-BJ,Camion citerne,IVECO,2019,5,Littoral,84000,Bon,SOBAC
PRT-0842-BJ,Niveleuse,Liebherr,2019,5,Alibori,193000,Bon,COLINA
PRT-0843-BJ,Camion benne,FAW,2009,15,Ouémé,237000,Moyen,Allianz Bénin
PRT-0844-BJ,Véhicule léger 4x4,Land Rover,2011,13,Atacora,333000,Moyen,SOBAC
PRT-0845-BJ,Pelle hydraulique,Liebherr,2008,16,Littoral,572000,Mauvais,SAAR-Bénin
PRT-0846-BJ,Camion benne,FOTON,2021,3,Collines,61000,Bon,UAB
PRT-0847-BJ,Niveleuse,Caterpillar,2010,14,Atacora,513000,Mauvais,BGFA Bénin
PRT-0848-BJ,Camion benne,Volvo,2010,14,Borgou,351000,Moyen,SAAR-Bénin
PRT-0849-BJ,Bulldozer,Doosan,2014,10,Collines,193000,Bon,Allianz Bénin
PRT-0850-BJ,Camion benne,IVECO,2005,19,Plateau,623000,Mauvais,BGFA Bénin
PRT-0851-BJ,Camion benne,SHACMAN,2012,12,Atlantique,358000,Moyen,UAB
PRT-0852-BJ,Véhicule léger 4x4,Mitsubishi,2005,19,Atlantique,671000,Mauvais,SOBAC
PRT-0853-BJ,Niveleuse,Volvo CE,2006,18,Littoral,476000,Moyen,NSIA Bénin
PRT-0854-BJ,Camion benne,Mercedes-Benz,2014,10,Atlantique,186000,Bon,UAB
PRT-0855-BJ,Camion plateau,Volvo,2014,10,Collines,345000,Moyen,COLINA
PRT-0856-BJ,Camion citerne,Volvo,2019,5,Borgou,81000,Bon,NSIA Bénin
PRT-0857-BJ,Camion citerne,SINO TRUCK,2016,8,Atacora,319000,Mauvais,UAB
PRT-0858-BJ,Grue mobile,Komatsu,2014,10,Plateau,432000,Bon,SAAR-Bénin
PRT-0859-BJ,Véhicule léger 4x4,Isuzu,2021,3,Atlantique,66000,Bon,COLINA
PRT-0860-BJ,Camion benne,FAW,2007,17,Plateau,694000,Mauvais,SOBAC
PRT-0861-BJ,Véhicule léger 4x4,Mitsubishi,2015,9,Atlantique,319000,Moyen,SAAR-Bénin
PRT-0862-BJ,Camion malaxeur béton,SHACMAN,2021,3,Borgou,94000,Bon,UAB
PRT-0863-BJ,Camion citerne,DAF,2014,10,Mono,158000,Bon,UAB
PRT-0864-BJ,Compacteur,Komatsu,2011,13,Alibori,371000,Mauvais,NSIA Bénin
PRT-0865-BJ,Véhicule léger 4x4,Mitsubishi,2011,13,Littoral,315000,Moyen,SAAR-Bénin
PRT-0866-BJ,Camion citerne,IVECO,2014,10,Zou,152000,Moyen,NSIA Bénin
PRT-0867-BJ,Pelle hydraulique,SANY,2017,7,Borgou,112000,Bon,BGFA Bénin
PRT-0868-BJ,Camion benne,SINO TRUCK,2015,9,Donga,275000,Moyen,BGFA Bénin
PRT-0869-BJ,Camion benne,Volvo,2020,4,Littoral,173000,Bon,COLINA
PRT-0870-BJ,Chargeur,Doosan,2018,6,Donga,192000,Bon,SAAR-Bénin
PRT-0871-BJ,Compacteur,SANY,2022,2,Zou,44000,Bon,COLINA
PRT-0872-BJ,Pelle hydraulique,SANY,2007,17,Mono,272000,Moyen,SAAR-Bénin
PRT-0873-BJ,Camion plateau,FAW,2010,14,Zou,483000,Mauvais,NSIA Bénin
PRT-0874-BJ,Chargeur,XCMG,2015,9,Borgou,161000,Moyen,UAB
PRT-0875-BJ,Chargeur,SANY,2019,5,Alibori,161000,Bon,SAAR-Bénin
PRT-0876-BJ,Camion benne,SINO TRUCK,2006,18,Borgou,532000,Mauvais,COLINA
PRT-0877-BJ,Camion benne,SHACMAN,2021,3,Littoral,78000,Bon,UAB
PRT-0878-BJ,Bulldozer,Hitachi,2014,10,Borgou,436000,Bon,NSIA Bénin
PRT-0879-BJ,Grue mobile,Hitachi,2009,15,Atlantique,416000,Moyen,SOBAC
PRT-0880-BJ,Chargeur,Komatsu,2005,19,Atlantique,813000,Moyen,COLINA
PRT-0881-BJ,Chargeur,SANY,2019,5,Atacora,201000,Bon,SOBAC
PRT-0882-BJ,Bulldozer,Caterpillar,2014,10,Collines,216000,Moyen,Allianz Bénin
PRT-0883-BJ,Véhicule léger 4x4,Mitsubishi,2015,9,Borgou,215000,Moyen,Allianz Bénin
PRT-0884-BJ,Camion benne,MAN,2005,19,Donga,349000,Mauvais,Allianz Bénin
PRT-0885-BJ,Niveleuse,Hitachi,2015,9,Atlantique,372000,Mauvais,SAAR-Bénin
PRT-0886-BJ,Compacteur,Liebherr,2007,17,Atlantique,556000,Mauvais,UAB
PRT-0887-BJ,Camion benne,Mercedes-Benz,2020,4,Atacora,110000,Bon,NSIA Bénin
PRT-0888-BJ,Camion benne,FOTON,2010,14,Borgou,499000,Mauvais,BGFA Bénin
PRT-0889-BJ,Pelle hydraulique,Doosan,2016,8,Atlantique,307000,Mauvais,BGFA Bénin
PRT-0890-BJ,Pelle hydraulique,Hitachi,2007,17,Mono,514000,Mauvais,COLINA
PRT-0891-BJ,Camion benne,SHACMAN,2008,16,Plateau,612000,Mauvais,BGFA Bénin
PRT-0892-BJ,Véhicule léger 4x4,Nissan,2012,12,Littoral,281000,Mauvais,SAAR-Bénin
PRT-0893-BJ,Véhicule léger 4x4,Land Rover,2015,9,Borgou,269000,Mauvais,UAB
PRT-0894-BJ,Camion benne,SHACMAN,2008,16,Ouémé,330000,Mauvais,SAAR-Bénin
PRT-0895-BJ,Camion citerne,Volvo,2021,3,Littoral,125000,Bon,SOBAC
PRT-0896-BJ,Camion citerne,SINO TRUCK,2022,2,Collines,82000,Bon,SAAR-Bénin
PRT-0897-BJ,Niveleuse,JCB,2018,6,Atlantique,121000,Bon,UAB
PRT-0898-BJ,Véhicule léger 4x4,Ford,2011,13,Alibori,529000,Mauvais,UAB
PRT-0899-BJ,Compacteur,SANY,2022,2,Borgou,41000,Bon,SOBAC
PRT-0900-BJ,Pelle hydraulique,Doosan,2008,16,Collines,531000,Mauvais,NSIA Bénin
